Age	L	M	S	Gender
14.667	1	55.03	0.02455	2
14.75	1	55.049	0.02457	2
14.833	1	55.068	0.02459	2
14.917	1	55.087	0.02461	2
15	1	55.106	0.02462	2
15.083	1	55.124	0.02464	2
15.167	1	55.142	0.02466	2
15.25	1	55.161	0.02468	2
15.333	1	55.179	0.0247	2
15.417	1	55.197	0.02471	2
15.5	1	55.215	0.02473	2
15.583	1	55.234	0.02475	2
15.667	1	55.251	0.02476	2
15.75	1	55.269	0.02478	2
15.833	1	55.286	0.0248	2
15.917	1	55.304	0.02481	2
16	1	55.321	0.02483	2
16.083	1	55.339	0.02485	2
16.167	1	55.355	0.02486	2
16.25	1	55.373	0.02488	2
16.333	1	55.39	0.02489	2
16.417	1	55.406	0.02491	2
16.5	1	55.424	0.02493	2
16.583	1	55.441	0.02494	2
16.667	1	55.457	0.02496	2
16.75	1	55.474	0.02497	2
16.833	1	55.491	0.02499	2
16.917	1	55.506	0.02501	2
17	1	55.52	0.02501	2
